"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"^BVSP, Long, 2025-03-31 (Price: 130260.0)",2025-11-30 (Price: 159072.0),"22.12%, 8.1 months","81.82%, Past 58 years, 11","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-12-29 (Price: 160490.2969), 23.21% above",9.1 months,Upmove Bounce Back,50% (Price: 116368.0),37.92% above,"2022-07-31 (Price: 95267.0), 2024-08-31 (Price: 137469.0)",27.02%/4.94%/21.13%,"17.81%, 34.07%",4.8 years/4 months/1.9 year,2032-02-05/2025-09-20/2027-12-16,5.99%,20.73%,-14.74%,0.68,0.88,155608.596/157783.938/155581.2/134350.3333/173653.968/192289.6/141414.56,120283.0/95217.0/121313.6/110617.73/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"RHHBY, Long, 2025-02-28 (Price: 41.74)",2025-12-29 (Price: 51.79) (Today),"24.08%, 10.1 months","85.71%, Past 24 years, 7","Monthly, was CONFIRMED on 2025-02-28",Already confirmed,"2025-12-29 (Price: 51.79), 24.08% above",10.1 months,Upmove Bounce Back,61.8% (Price: 34.2539),51.19% above,"2024-05-31 (Price: 29.2), 2024-08-31 (Price: 42.43)",29.63%/5.85%/20.48%,"5.23%, 30.29%",6 years/1 year/3.2 years,2033-09-22/2026-08-03/2029-09-23,5.03%,5.2%,-0.17%,0.93,0.26,46.0559/50.2884/49.68/52.46/58.6089/65.2057/42.18,29.82/34.4/41.5794/31.0544/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"RHHBY, Long, 2023-05-31 (Price: 39.59)",2025-11-30 (Price: 47.83),"20.81%, 2.5 years","85.71%, Past 24 years, 7","Monthly, was CONFIRMED on 2023-05-31",Already confirmed,"2025-12-29 (Price: 51.79), 30.82% above",2.6 years,Upmove Bounce Back,50% (Price: 34.8525),48.6% above,"2010-07-31 (Price: 15.845), 2022-04-30 (Price: 53.86)",29.63%/5.85%/20.48%,"5.23%, 30.29%",6 years/1 year/3.2 years,2031-12-23/2024-11-02/2027-12-24,5.03%,5.2%,-0.17%,0.93,0.26,43.6836/47.698/62.4/52.46/58.6089/61.4729/42.18,35.86/29.095/31.0544/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"NFLX, Short, 2025-12-29 (Price: 94.15)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 23 years, 6","Quarterly, is CONFIRMED on 2025-12-29",No Cancellation Possible,"2025-12-29 (Price: 94.15), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 106.2331),11.37% below,"2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,2026-05-12/2026-05-08/2026-05-08,11.77%,5.5%,6.27%,1.3,0.88,184.8918/66.3946/23.44/34.8663/77.3488/70.5306/No EMA 200 Target,No support/34.8663/77.3488/70.5306/89.0986/75.193/No support,75.0%/4/0 days (Across ALL Assets),57.14%/14/0 days (Across ALL Assets)
"SFTBY, Short, 2025-12-29 (Price: 57.33)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on None",No Cancellation Possible,"2025-12-29 (Price: 57.33), 0.0% below",0 days,Upmove Break Below,50.0% (Price: 53.39),7.38% above,"2022-06-30 (Price: 16.78), 2025-12-29 (Price: 90.0)",18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-05-12/2026-05-12/2026-05-12,12.53%,5.4%,7.13%,1.47,0.38,51.511/47.3488/13.4/16.82/48.0625/43.9946/45.86,No support/16.82/48.0625/43.9946/53.39/44.75/No EMA 200 Support,75.0%/4/0 days (Across ALL Assets),57.14%/14/0 days (Across ALL Assets)
"KWEB, Short, 2025-12-29 (Price: 34.47)",No Exit Yet,"-0.0%, 0 days","85.71%, Past 12 years, 7","Monthly, was CONFIRMED on 2025-12-22",No Cancellation Possible,"2025-12-29 (Price: 34.47), 0.0% below",0 days,Upmove Break Below,38.2% (Price: 35.4633),2.8% below,"2024-01-31 (Price: 22.68), 2025-10-31 (Price: 43.365)",10.4%/3.11%/7.13%,"19.33%, 16.82%",3.1 months/1 month/1.6 month,2026-05-12/2026-02-10/2026-03-08,5.83%,5.4%,0.43%,0.25,0.12,31.5607/32.0123/22.06/24.5062/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/24.5062/No F-Stack Support/No F-Stack Support/No support/No support/No support,85.71%/7/0 days (Across ALL Assets),36.84%/19/0 days (Across ALL Assets)
"C6L.SI, Short, 2025-12-29 (Price: 6.43)",No Exit Yet,"-0.0%, 0 days","92.86%, Past 40 years, 14","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 7.63 prior to 2025-12-31,"2025-12-29 (Price: 6.43), 0.0% below",0 days,Upmove Break Below,78.6% (Price: 7.5813),15.19% below,"2023-06-30 (Price: 6.44), 2024-08-31 (Price: 6.4)",13.97%/3.18%/6.42%,"3.38%, 13.97%",3.1 months/1 month/1.7 month,2026-05-12/2026-02-10/2026-03-12,8.07%,5.5%,2.57%,1.46,-0.19,5.9979/6.0172/6.41/4.7975/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/4.7975/No F-Stack Support/No F-Stack Support/No support/No support/No support,85.71%/7/0 days (Across ALL Assets),36.84%/19/0 days (Across ALL Assets)
"UBER, Short, 2025-12-21 (Price: 79.31)",No Exit Yet,"-2.76%, 8 days","90.0%, Past 6 years, 10","Weekly, was CONFIRMED on 2025-12-21",Already confirmed,"2025-12-29 (Price: 81.5), 2.76% above",8 days,Upmove Break Below,23.66% (Price: 82.5663),1.29% below,"2022-07-03 (Price: 19.895), 2025-09-28 (Price: 101.99)",11.18%/4.08%/7.12%,"16.62%, 11.18%",21 days/7 days/11 days,2026-01-20/2025-12-31/2026-01-05,12.48%,5.2%,7.28%,0.51,0.43,78.961/73.6631/30.05/34.6025/75.9736/63.3753/No EMA 200 Target,No support/34.6025/75.9736/63.3753/No F-Track Level/No F-Track Level/No support,100.0%/1/0 days (Across ALL Assets),43.75%/16/0 days (Across ALL Assets)
"META, Short, 2025-11-30 (Price: 647.95)",No Exit Yet,"-1.66%, 29 days","100.0%, Past 13 years, 4","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-29 (Price: 658.69), 1.66% above",29 days,Upmove Break Below,23.66% (Price: 628.6993),4.77% above,"2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",32.63%/3.19%/14.4%,"0.0%, 32.63%",3.1 months/28 days/1.7 month,2026-04-13/2026-01-09/2026-02-11,10.6%,5.4%,5.2%,0.76,0.8,559.6344/554.6452/223.05/280.19/556.264/2054.9119/No EMA 200 Target,No support/280.19/556.264/No support/No F-Track Level/No F-Track Level/No support,85.71%/7/0 days (Across ALL Assets),36.84%/19/0 days (Across ALL Assets)
"KWEB, Short, 2025-11-30 (Price: 37.57)",2025-12-29 (Price: 34.47) (Today),"8.25%, 29 days","85.71%, Past 12 years, 7","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-29 (Price: 34.47), 8.25% below",29 days,Upmove Break Below,23.66% (Price: 37.1791),7.29% below,"2022-10-31 (Price: 17.22), 2025-10-31 (Price: 43.365)",10.4%/3.11%/7.13%,"19.33%, 16.82%",3.1 months/1 month/1.6 month,2026-04-13/2026-01-12/2026-02-07,5.83%,5.4%,0.43%,0.25,0.12,34.3991/34.8913/21.88/24.5062/No F-Stack Support/No F-Stack Support/36.41,No support/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,85.71%/7/0 days (Across ALL Assets),36.84%/19/0 days (Across ALL Assets)
"ETH-USD, Short, 2025-10-31 (Price: 3847.0803)",2025-11-30 (Price: 2992.1125),"22.22%, 1 month","100.0%, Past 10 years, 4","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-12-29 (Price: 2932.7351), 23.77% below",2 months,Upmove Break Below,23.66% (Price: 3801.2773),22.85% below,"2018-12-31 (Price: 82.8299), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/17.04%,"0%, 32.85%",2 months/1 month/1.2 month,2026-01-25/2025-12-13/2025-12-22,59.0%,5.2%,53.8%,1.33,1.37,3791.6823/3191.5378/924.54/1370.4997/3454.2267/2637.9184/3587.33,No support/1370.4997/3454.2267/2637.9184/No F-Track Level/No F-Track Level/No EMA 200 Support,85.71%/7/0 days (Across ALL Assets),36.84%/19/0 days (Across ALL Assets)
