Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",2025-10-31 (Price: 37.1) (Today),"23.34%, 349 days","100.0%, Past 23 years, 5","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-10-31 (Price: 37.1), 23.34% above",349 days,No Information,No Information,No Information,"50% (Price: 19.875), 86.67% above, Upmove Bounce Back","2012-09-30 (Price: 1.86), 2020-09-30 (Price: 37.89)",No Information,619.75%/487.3%/565.36%,"-0.0%, 48.03%",3587 days/3066 days/3326 days,2038-09-20/2036-08-26/2037-09-07,20.2%,14.17%,6.03%,1.15,0.51,42.3767/200.1403/51.7/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,36.99/36.03,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2024-09-30 (Price: 170.4)",2025-10-31 (Price: 262.61) (Today),"54.11%, 284 days","85.71%, Past 20 years, 7","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-10-31 (Price: 262.61), 54.11% above",284 days,No Information,No Information,No Information,No Information,No Information,54.11% above/54.11% above/54.11% above,81.93%/7.78%/27.53%,"3.23%, 28.67%",458 days/87 days/222 days,2026-07-25/2025-02-03/2025-08-17,10.12%,8.42%,1.7%,0.8,0.31,182.8562/217.3111/239.62/No Horizontal Resistance/145.7273/152.3597,61.07/54.8525/117.4897/106.3198/No F-Track Level/No F-Track Level,145.55/126.67,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
PULSEGAUGE,"NVDA, Long, 2025-07-06 (Price: 159.34)",2025-10-31 (Price: 202.49) (Today),"27.08%, 84 days","87.5%, Past 25 years, 8","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-10-31 (Price: 202.49), 27.08% above",84 days,No Information,No Information,No Information,No Information,No Information,No Information,28.19%/20.58%/23.67%,"16.39%, 16.71%",199 days/14 days/72 days,2026-04-20/2025-07-26/2025-10-18,10.76%,28.46%,-17.7%,1.34,0.83,178.7954/197.0558/176.5924/No Horizontal Resistance/176.5924/239.8943,94.31/13.9695/152.8996/143.3288/No F-Track Level/No F-Track Level,181.92/148.21,63.64%/22/122 days (Across ALL Assets),71.43%/126/144 days (Across ALL Assets)
PULSEGAUGE,"NKE, Long, 2025-07-06 (Price: 76.39)",2025-10-31 (Price: 64.59) (Today),"-15.45%, 84 days","75.0%, Past 25 years, 8","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-10-31 (Price: 64.59), 15.45% below",84 days,No Information,No Information,No Information,No Information,No Information,No Information,27.77%/20.21%/23.27%,"17.2%, 26.91%",409 days/19 days/172 days,2027-02-18/2025-08-02/2026-03-12,7.89%,11.19%,-3.3%,0.77,0.4,82.3331/94.166/171.1647/176.74/171.1647/206.9588,54.39/71.73/60.8668/56.1303/No F-Track Level/No F-Track Level,71.3/69.18,63.64%/22/122 days (Across ALL Assets),71.43%/126/144 days (Across ALL Assets)
SIGMASHELL,"ARM, Long, 2025-09-02 (Price: 132.34)",2025-10-30 (Price: 165.45),"25.02%, 42 days","100.0%, Past 2 years, 8","Daily, was CONFIRMED on 2025-09-02",Already confirmed,"2025-10-31 (Price: 169.82), 28.32% above",43 days,"-4.32, 72.22",No Information,No Information,No Information,No Information,No Information,192.88%/7.72%/51.82%,"-0.0%, 42.57%",193 days/57 days/117 days,2026-06-08/2025-11-23/2026-02-18,123.9%,56.07%,67.83%,0.54,1.36,145.0711/200.9186/218.0854/165.49/218.0854/235.5107,131.16/No Horizontal Support/125.7632/111.1891/No F-Track Level/No F-Track Level,153.36/139.62,83.21%/137/75 days (Across ALL Assets),76.31%/325/86 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-09-19 (Price: 52.25)",2025-10-30 (Price: 53.03),"1.49%, 29 days","76.92%, Past 4 years, 13","Daily, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-31 (Price: 53.45), 2.3% above",30 days,No Information,No Information,No Information,No Information,No Information,2.3% above/2.3% above/2.3% above,3.57%/0.71%/2.18%,"13.24%, 27.96%",123 days/6 days/38 days,2026-03-16/2025-09-27/2025-11-13,1.4%,8.97%,-7.57%,-0.05,0.33,51.7797/53.3891/54.94/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,49.46/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,48.47/44.96,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2025-10-23 (Price: 145721.0)",2025-10-30 (Price: 148780.0),"2.1%, 5 days","85.71%, Past 4 years, 14","Daily, is CONFIRMED on 2025-10-23",Already confirmed,"2025-10-31 (Price: 149540.4375), 2.62% above",6 days,No Information,No Information,No Information,No Information,No Information,3.22% above/2.62% above/2.62% above,5.29%/0.72%/2.9%,"4.47%, 18.35%",127 days/5 days/19 days,2026-04-24/2025-10-30/2025-11-19,8.66%,5.34%,3.32%,0.71,0.17,154478.8321/149946.909/154997.6/No Horizontal Resistance/173653.968/192289.6,140680.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level,142175.92/134377.61,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
BAND MATRIX,"XLV, Long, 2025-09-29 (Price: 135.9)",2025-10-29 (Price: 143.98),"5.95%, 22 days","100.0%, Past 5 years, 5","Daily, was CONFIRMED on 2025-09-29",No Cancellation Possible,"2025-10-31 (Price: 144.25), 6.14% above",24 days,No Information,No Information,No Information,No Information,No Information,No Information,13.81%/0.37%/8.58%,"0%, 16.06%",565 days/48 days/218 days,2027-12-26/2025-12-07/2026-08-10,9.64%,5.51%,4.13%,1.54,0.16,142.5863/147.5602/145.07/149.295/174.1807/202.706,134.13/121.6312/117.2225/81.225/No F-Track Level/No F-Track Level,140.39/139.04,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-09-12 (Price: 239.5)",2025-10-29 (Price: 213.19),"-10.99%, 33 days","70.0%, Past 5 years, 10","Daily, was CONFIRMED on 2025-09-12",Already confirmed,"2025-10-31 (Price: 214.84), 10.3% below",35 days,"-3.19, 60.18",No Information,No Information,No Information,No Information,No Information,14.34%/0.96%/8.92%,"5.24%, 22.86%",53 days/30 days/42 days,2025-11-27/2025-10-25/2025-11-11,10.02%,17.26%,-7.24%,0.46,0.8,243.0206/260.8634/293.2329/240.8933/293.2329/455.2123,236.3/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level,227.71/249.35,83.21%/137/75 days (Across ALL Assets),76.31%/325/86 days (Across ALL Assets)
TRENDPULSE,"UPS, Long, 2025-10-17 (Price: 86.41)",2025-10-29 (Price: 97.4),"12.72%, 8 days","84.62%, Past 4 years, 13","Daily, is CONFIRMED on 2025-10-17",Already confirmed,"2025-10-31 (Price: 96.42), 11.58% above",10 days,No Information,No Information,No Information,No Information,No Information,12.59% above/11.58% above/11.58% above,14.16%/0.81%/3.54%,"11.16%, 24.75%",94 days/4 days/16 days,2026-03-02/2025-10-22/2025-11-09,7.18%,-5.7%,12.88%,0.3,-0.19,89.901/89.4689/113.84/221.2667/228.7501/295.6013,82.87/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,85.55/101.52,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
TRENDPULSE,"^GSPC, Long, 2025-10-01 (Price: 6711.2002)",2025-10-29 (Price: 6890.5898),"2.67%, 20 days","100.0%, Past 4 years, 11","Daily, is CONFIRMED on 2025-10-01",Already confirmed,"2025-10-31 (Price: 6840.2002), 1.92% above",22 days,No Information,No Information,No Information,No Information,No Information,1.92% above/1.92% above/1.92% above,3.77%/0.5%/1.57%,"0%, 4.01%",33 days/6 days/11 days,2025-11-17/2025-10-09/2025-10-16,8.25%,13.66%,-5.41%,1.44,0.58,6944.75/6816.566/7420.67/No Horizontal Resistance/6767.7249/9765.5661,6370.17/4106.4632/6316.2337/5433.2046/No F-Track Level/No F-Track Level,6482.75/6024.36,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
TRENDPULSE,"ACWX, Long, 2025-10-06 (Price: 66.37)",2025-10-29 (Price: 66.88),"0.77%, 17 days","88.89%, Past 4 years, 9","Daily, is CONFIRMED on 2025-10-06",Already confirmed,"2025-10-31 (Price: 66.35), 0.03% below",19 days,No Information,No Information,No Information,No Information,No Information,0.96% above/0.03% below/0.03% below,3.3%/0.75%/1.98%,"1.94%, 13.84%",37 days/8 days/19 days,2025-11-28/2025-10-17/2025-11-02,6.91%,5.5%,1.41%,0.85,0.16,67.3324/67.6841/69.47/No Horizontal Resistance/69.6679/76.9985,64.1/45.07/61.9685/307.3483/No F-Track Level/No F-Track Level,63.27/58.32,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
SIGMASHELL,"HDFCBANK.NS, Long, 2025-09-01 (Price: 950.6)",2025-10-28 (Price: 1003.55),"5.57%, 41 days","85.71%, Past 5 years, 7","Daily, was CONFIRMED on 2025-09-01",Already confirmed,"2025-10-31 (Price: 987.3), 3.86% above",44 days,"-3.68, 77.08",No Information,No Information,No Information,No Information,No Information,8.69%/0.8%/5.63%,"3.16%, 22.66%",156 days/53 days/95 days,2026-04-14/2025-11-16/2026-01-16,8.17%,12.55%,-4.38%,0.78,0.51,977.2168/1004.1188/1098.0619/1004.15/1098.0619/1305.7899,944.85/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level,974.45/940.82,83.21%/137/75 days (Across ALL Assets),76.31%/325/86 days (Across ALL Assets)
SIGMASHELL,"USCI, Long, 2025-08-01 (Price: 73.08)",2025-10-28 (Price: 77.57),"6.14%, 62 days","100.0%, Past 5 years, 9","Daily, was CONFIRMED on 2025-08-01",Already confirmed,"2025-10-31 (Price: 78.1049), 6.88% above",65 days,"-5.26, 80.88",No Information,No Information,No Information,No Information,No Information,48.25%/4.07%/16.35%,"-0.0%, 16.38%",139 days/50 days/83 days,2026-02-18/2025-10-12/2025-11-29,37.12%,20.16%,16.96%,0.95,1.02,75.382/85.0286/75.2881/73.51/75.2881/81.0354,72.78/38.14/67.5442/56.8518/No F-Track Level/No F-Track Level,77.36/73.0,83.21%/137/75 days (Across ALL Assets),76.31%/325/86 days (Across ALL Assets)
PULSEGAUGE,"SOXX, Long, 2025-07-06 (Price: 243.34)",2025-10-26 (Price: 295.86),"21.58%, 79 days","75.0%, Past 24 years, 8","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-10-31 (Price: 306.55), 25.98% above",84 days,No Information,No Information,No Information,No Information,No Information,No Information,23.76%/20.32%/22.21%,"34.72%, 40.89%",204 days/49 days/149 days,2026-04-27/2025-09-14/2026-02-06,6.46%,10.01%,-3.55%,0.36,0.36,261.9798/297.3858/254.997/No Horizontal Resistance/254.997/285.4342,157.63/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level,272.11/229.39,63.64%/22/122 days (Across ALL Assets),71.43%/126/144 days (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2025-07-27 (Price: 173.5)",2025-10-26 (Price: 186.26),"7.35%, 64 days","81.82%, Past 10 years, 11","Weekly, is CONFIRMED on 2025-07-25",Already confirmed,"2025-10-31 (Price: 202.49), 16.71% above",69 days,No Information,No Information,No Information,No Information,No Information,16.71% above/16.71% above/16.71% above,43.5%/2.57%/15.86%,"7.69%, 65.96%",419 days/24 days/91 days,2027-03-25/2025-08-30/2025-12-05,10.33%,51.48%,-41.15%,0.86,1.44,188.0567/201.0171/269.31/No Horizontal Resistance/176.5924/239.8943,94.31/13.9695/152.8996/143.3288/No F-Track Level/No F-Track Level,150.36/133.66,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2025-09-21 (Price: 176.67)",2025-10-26 (Price: 186.26),"5.43%, 24 days","81.82%, Past 10 years, 11","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-31 (Price: 202.49), 14.61% above",29 days,No Information,No Information,No Information,No Information,No Information,14.61% above/14.61% above/14.61% above,43.5%/2.57%/15.86%,"7.69%, 65.96%",419 days/24 days/91 days,2027-05-20/2025-10-25/2026-01-30,10.33%,51.48%,-41.15%,0.86,1.44,191.4926/204.6899/272.93/No Horizontal Resistance/239.8943/283.6698,167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level,175.55/140.9,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
PULSEGAUGE,"NFLX, Long, 2025-07-06 (Price: 1297.1801)",2025-10-26 (Price: 1094.6899),"-15.61%, 79 days","75.0%, Past 23 years, 8","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-10-31 (Price: 1118.86), 13.75% below",84 days,No Information,No Information,No Information,No Information,No Information,No Information,31.79%/20.3%/25.61%,"24.87%, 30.65%",199 days/9 days/83 days,2026-04-20/2025-07-19/2025-11-03,8.99%,33.56%,-24.57%,0.7,0.93,1411.4617/1629.3879/1393.524/No Horizontal Resistance/1393.524/1524.2919,855.86/348.6633/1163.1821/1008.8519/No F-Track Level/No F-Track Level,1195.57/1121.78,63.64%/22/122 days (Across ALL Assets),71.43%/126/144 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",2025-09-30 (Price: 37.05),"23.17%, 326 days","100.0%, Past 23 years, 6","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-10-31 (Price: 37.1), 23.34% above",349 days,No Information,No Information,No Information,No Information,No Information,44.64% above/23.34% above/23.34% above,111.71%/7.3%/50.4%,"0%, 48.03%",1425 days/316 days/734 days,2030-02-22/2025-09-30/2027-05-29,16.77%,14.17%,2.6%,1.18,0.51,50.5164/45.2403/33.39/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,29.0/24.75,83.33%/6/698 days (Across ALL Assets),100.0%/1/154 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2020-03-31 (Price: 30.38)",2025-09-30 (Price: 37.05),"21.96%, 1435 days","100.0%, Past 23 years, 6","Quarterly, is CONFIRMED on 2020-03-31",Already confirmed,"2025-10-31 (Price: 37.1), 22.12% above",1458 days,No Information,No Information,No Information,No Information,No Information,67.12% above/22.12% above/22.12% above,111.71%/7.3%/50.4%,"0%, 48.03%",1425 days/316 days/734 days,2025-11-23/2021-07-01/2023-02-27,16.77%,14.17%,2.6%,1.18,0.51,51.0202/45.6915/42.6/No Horizontal Resistance/30.6331/48.385,1.97/6.93/19.6619/12.8812/No F-Track Level/No F-Track Level,25.27/20.12,83.33%/6/698 days (Across ALL Assets),100.0%/1/154 days (Across ALL Assets)
FRACTAL TRACK,"CNR.TO, Long, 2024-06-30 (Price: 161.66)",2025-09-30 (Price: 131.24),"-18.82%, 326 days","75.0%, Past 29 years, 8","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-10-31 (Price: 134.49), 16.81% below",349 days,No Information,No Information,No Information,"38.2% (Price: 143.5388), 6.3% below, Upmove Bounce Back","2020-03-31 (Price: 92.01), 2022-12-31 (Price: 175.39)",No Information,47.24%/26.91%/37.08%,"12.93%, 25.91%",1304 days/715 days/1009 days,2029-08-31/2027-05-01/2028-06-30,5.02%,12.26%,-7.24%,0.34,0.5,184.1631/221.6035/211.69/168.08/218.156/349.4971,22.39/126.2567/136.9828/86.815/No F-Track Level/No F-Track Level,131.99/138.6,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
FRACTAL TRACK,"CEN.NZ, Long, 2022-12-31 (Price: 7.71)",2025-09-30 (Price: 9.1),"18.03%, 716 days","100.0%, Past 26 years, 4","Quarterly, was CONFIRMED on 2022-12-31",Already confirmed,"2025-10-31 (Price: 9.32), 20.88% above",739 days,No Information,No Information,No Information,"50% (Price: 6.7), 39.1% above, Upmove Bounce Back","2016-12-31 (Price: 4.35), 2019-12-31 (Price: 9.05)",No Information,32.76%/19.46%/25.0%,"-0.0%, 32.55%",2804 days/707 days/1561 days,2034-02-12/2025-10-20/2029-03-09,2.0%,5.38%,-3.38%,1.47,0.15,8.3307/9.6375/10.53/9.05/11.2606/15.4512,5.76/5.52/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,9.15/9.12,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
