Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"INDA, Long, 2025-11-11 (Price: 54.74)",No Exit Yet,"0.0%, 0 days","85.71%, Past 4 years, 14","Daily, is CONFIRMED on 2025-11-11",Already confirmed,"2025-11-11 (Price: 54.74), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.84% above/0.0% below/0.0% below,3.11%/0.82%/1.79%,"6.22%, 16.49%",25 days/4 days/14 days,2025-12-17/2025-11-16/2025-12-01,6.14%,7.37%,-1.22%,0.22,0.26,55.3586/55.7198/58.07/55.3633/60.4014/73.8934,53.62/39.06/52.5567/48.6731/56.999/57.6068,53.48/52.74,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
OSCILLATOR DELTA,"META, Long, 2025-11-10 (Price: 631.76)",No Exit Yet,"-0.74%, 1 days","72.41%, Past 6 years, 29","Daily, is Confirmed on 2025-11-10",No Cancellation Possible,"2025-11-11 (Price: 627.08), 0.74% below",1 days,No Information,No Information,No Information,No Information,No Information,No Information,9.21%/5.09%/7.57%,"24.1%, 28.78%",23 days/3 days/10 days,2025-12-13/2025-11-14/2025-11-24,-75.0%,21.72%,-96.72%,-0.28,0.69,619.1248/679.5842/663.35/No Horizontal Resistance/842.484/1305.5879,No Recent Minima/280.19/556.264/2054.9119/No F-Track Level/No F-Track Level,721.92/678.5,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
OSCILLATOR DELTA,"MTY.TO, Long, 2025-11-10 (Price: 34.02)",No Exit Yet,"-0.5%, 1 days","72.97%, Past 6 years, 37","Daily, is Confirmed on 2025-11-10",No Cancellation Possible,"2025-11-11 (Price: 33.85), 0.5% below",1 days,No Information,No Information,No Information,No Information,No Information,No Information,19.58%/5.02%/7.99%,"11.8%, 23.15%",85 days/1 days/34 days,2026-03-13/2025-11-11/2025-12-29,-4.6%,-6.94%,2.34%,-0.06,-0.03,34.5745/36.7382/35.72/72.5033/No Next Fib Ext/No Next Fib Ext,No Recent Minima/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,36.59/40.88,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
OSCILLATOR DELTA,"HOOD, Long, 2025-11-10 (Price: 135.88)",No Exit Yet,"-2.91%, 1 days","78.26%, Past 4 years, 23","Daily, is Confirmed on 2025-11-10",No Cancellation Possible,"2025-11-11 (Price: 131.93), 2.91% below",1 days,No Information,No Information,No Information,No Information,No Information,No Information,17.01%/5.11%/8.52%,"12.73%, 15.13%",20 days/2 days/7 days,2025-12-08/2025-11-12/2025-11-20,108.4%,39.13%,69.27%,0.21,1.06,146.5058/147.457/142.67/No Horizontal Resistance/164.8517/245.4076,No Recent Minima/8.2917/115.0659/84.2959/No F-Track Level/No F-Track Level,131.37/84.82,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
FRACTAL TRACK,"ENZL, Long, 2025-11-10 (Price: 45.68)",No Exit Yet,"-0.01%, 1 days","100.0%, Past 5 years, 24","Daily, was CONFIRMED on 2025-11-10",Already confirmed,"2025-11-11 (Price: 45.675), 0.01% below",1 days,No Information,No Information,No Information,"50% (Price: 45.885), 0.46% below, Upmove Bounce Back","2025-08-27 (Price: 44.43), 2025-10-03 (Price: 47.34)",No Information,5.53%/5.53%/5.53%,"-0.0%, 6.88%",169 days/169 days/169 days,2026-07-12/2026-07-12/2026-07-12,8.46%,-5.38%,13.84%,0.16,-0.44,45.6663/48.2061/47.43/65.1933/79.7363/84.688,45.33/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,46.02/44.79,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
DELTADRIFT,"META, Long, 2025-11-10 (Price: 631.76)",No Exit Yet,"-0.74%, 1 days","75.0%, Past 4 years, 8","Daily, was CONFIRMED on 2025-11-10",Already confirmed,"2025-11-11 (Price: 627.08), 0.74% below",1 days,No Information,No Information,No Information,No Information,No Information,No Information,14.76%/3.27%/8.73%,"19.19%, 19.41%",17 days/1 days/7 days,2025-12-04/2025-11-11/2025-11-20,6.71%,17.48%,-10.77%,0.15,0.58,698.2212/686.9126/692.57/No Horizontal Resistance/842.484/1305.5879,618.94/280.19/556.264/2054.9119/No F-Track Level/No F-Track Level,721.92/678.5,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
DELTADRIFT,"ORCL, Long, 2025-11-10 (Price: 240.83)",No Exit Yet,"-1.94%, 1 days","71.43%, Past 4 years, 7","Daily, was CONFIRMED on 2025-11-10",Already confirmed,"2025-11-11 (Price: 236.15), 1.94% below",1 days,No Information,No Information,No Information,No Information,No Information,No Information,4.11%/1.84%/3.09%,"17.33%, 17.33%",20 days/3 days/7 days,2025-12-08/2025-11-14/2025-11-20,-5.14%,28.08%,-33.22%,-0.21,0.86,271.7285/248.2716/260.0/No Horizontal Resistance/300.069/376.1425,239.26/82.7925/233.7381/208.7793/No F-Track Level/No F-Track Level,279.75/208.61,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
TRENDPULSE,"BPCL.NS, Long, 2025-11-09 (Price: 367.15)",2025-11-11 (Price: 374.15) (Today),"1.91%, 1 days","81.25%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-11-07",Already confirmed,"2025-11-11 (Price: 374.15), 1.91% above",1 days,No Information,No Information,No Information,No Information,No Information,4.86% above/1.91% above/1.91% above,29.59%/1.78%/11.46%,"32.02%, 47.09%",174 days/19 days/61 days,2026-07-19/2025-12-06/2026-02-05,12.02%,12.45%,-0.44%,0.38,0.44,385.3239/409.2254/453.04/No Horizontal Resistance/372.4081/393.108,308.2/145.35/353.1485/295.7614/No F-Track Level/No F-Track Level,334.31/308.45,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2025-11-09 (Price: 83.75)",2025-11-11 (Price: 83.78) (Today),"0.04%, 1 days","93.94%, Past 10 years, 33","Weekly, is CONFIRMED on 2025-11-07",Already confirmed,"2025-11-11 (Price: 83.78), 0.04% above",1 days,No Information,No Information,No Information,No Information,No Information,0.04% above/2.35% above/0.04% above,23.9%/1.55%/9.36%,"6.63%, 46.57%",259 days/24 days/49 days,2026-11-19/2025-12-13/2026-01-18,20.93%,17.49%,3.44%,1.4,0.68,88.8671/91.589/85.08/84.3925/95.0177/123.2166,76.55/38.015/66.807/60.0601/No F-Track Level/No F-Track Level,79.48/74.69,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2025-11-09 (Price: 188.15)",No Exit Yet,"2.66%, 1 days","91.01%, Past 10 years, 89","Weekly, was CONFIRMED on 2025-11-09",Already confirmed,"2025-11-11 (Price: 193.16), 2.66% above",1 days,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,200.25%/0.47%/39.14%,"45.09%, 51.99%",174 days/44 days/82 days,2026-07-19/2026-01-11/2026-03-07,49.18%,72.17%,-22.99%,0.82,1.91,250.7475/261.7919/239.8943/No Horizontal Resistance/239.8943/283.6698,167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level,184.38/150.22,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2025-11-09 (Price: 188.15)",No Exit Yet,"5.79%, 0 days","91.01%, Past 10 years, 89","Weekly, was CONFIRMED on 2025-11-09",Already confirmed,"2025-11-10 (Price: 199.05), 5.79% above",0 days,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,200.25%/0.47%/39.14%,"45.09%, 51.99%",174 days/44 days/82 days,2026-07-19/2026-01-11/2026-03-07,49.18%,72.17%,-22.99%,0.82,1.91,250.7475/261.7919/239.8943/No Horizontal Resistance/239.8943/283.6698,167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level,183.93/149.85,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
DELTADRIFT,"ETH-USD, Long, 2025-11-08 (Price: 3400.376)",No Exit Yet,"0.69%, 1 days","90.91%, Past 4 years, 11","Daily, was CONFIRMED on 2025-11-08",Already confirmed,"2025-11-11 (Price: 3423.7332), 0.69% above",1 days,No Information,No Information,No Information,No Information,No Information,No Information,18.77%/4.94%/10.33%,"24.06%, 28.71%",24 days/0 days/8 days,2025-12-12/2025-11-08/2025-11-19,25.9%,-3.87%,29.77%,0.6,0.18,3598.6179/3751.6348/3675.13/4922.7188/4887.278/5344.0381,3292.57/1370.4997/2637.9184/2471.5754/No F-Track Level/No F-Track Level,3978.25/3432.31,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2025-11-07 (Price: 89.54)",2025-11-11 (Price: 91.53) (Today),"2.22%, 2 days","93.75%, Past 4 years, 32","Daily, is CONFIRMED on 2025-11-07",Already confirmed,"2025-11-11 (Price: 91.53), 2.22% above",2 days,No Information,No Information,No Information,No Information,No Information,3.69% above/2.22% above/2.22% above,7.08%/0.4%/4.15%,"17.64%, 40.87%",85 days/4 days/18 days,2026-03-10/2025-11-12/2025-12-03,35.75%,6.1%,29.65%,0.6,0.24,92.2889/93.2559/89.64/98.445/108.2743/117.7423,87.19/45.695/89.0231/74.9996/No F-Track Level/No F-Track Level,88.4/86.85,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-11-07 (Price: 38.5)",2025-11-11 (Price: 38.1) (Today),"-1.04%, 2 days","75.86%, Past 4 years, 58","Daily, is CONFIRMED on 2025-11-07",Already confirmed,"2025-11-11 (Price: 38.1), 1.04% below",2 days,No Information,No Information,No Information,No Information,No Information,1.04% below/1.04% below/1.04% below,11.99%/0.47%/4.38%,"35.23%, 43.46%",74 days/5 days/29 days,2026-02-22/2025-11-14/2025-12-19,0%,10.77%,0%,-0.18,0.39,39.7821/40.1863/39.25/39.1438/40.9296/48.5677,35.0/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level,37.05/36.01,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"IEI, Long, 2025-11-07 (Price: 119.6)",No Exit Yet,"0.1%, 2 days","92.31%, Past 5 years, 13","Daily, was CONFIRMED on 2025-11-07",Already confirmed,"2025-11-11 (Price: 119.72), 0.1% above",2 days,No Information,No Information,No Information,"23.66% (Price: 119.0217), 0.59% above, Upmove Bounce Back","2025-01-13 (Price: 114.51), 2025-10-21 (Price: 120.42)",No Information,2.05%/1.95%/2.0%,"0.03%, 4.21%",139 days/125 days/132 days,2026-05-27/2026-05-07/2026-05-17,1.93%,-2.06%,3.99%,0.33,-1.37,119.7196/121.992/123.15/129.9625/No Next Fib Ext/No Next Fib Ext,119.13/113.0583/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,119.74/118.3,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"TLT, Long, 2025-11-07 (Price: 89.57)",No Exit Yet,"0.44%, 2 days","94.12%, Past 5 years, 17","Daily, was CONFIRMED on 2025-11-07",Already confirmed,"2025-11-11 (Price: 89.96), 0.44% above",2 days,No Information,No Information,No Information,"23.66% (Price: 90.0866), 0.14% below, Upmove Bounce Back","2025-05-22 (Price: 83.3), 2025-10-21 (Price: 92.19)",No Information,2.82%/2.82%/2.82%,"0.03%, 10.65%",182 days/182 days/182 days,2026-07-28/2026-07-28/2026-07-28,2.67%,-10.72%,13.39%,0.18,-0.89,89.1311/92.0959/94.9/153.2067/188.2386/214.0466,88.96/83.3033/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,89.91/88.34,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
OSCILLATOR DELTA,"NVO, Long, 2025-11-06 (Price: 46.51)",2025-11-11 (Price: 49.15) (Today),"5.68%, 3 days","85.29%, Past 6 years, 34","Daily, is Confirmed on 2025-11-06",No Cancellation Possible,"2025-11-11 (Price: 49.15), 5.68% above",3 days,No Information,No Information,No Information,No Information,No Information,No Information,20.58%/5.09%/7.82%,"12.67%, 17.77%",185 days/1 days/24 days,2026-07-31/2025-11-07/2025-12-10,29.88%,9.58%,20.3%,0.26,0.35,48.1844/50.1471/48.84/139.01/157.4212/215.5132,No Recent Minima/45.4025/45.3824/37.3162/No F-Track Level/No F-Track Level,54.96/65.93,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2025-11-06 (Price: 313.42)",2025-11-11 (Price: 315.62) (Today),"0.7%, 3 days","97.62%, Past 4 years, 42","Daily, is CONFIRMED on 2025-11-06",Already confirmed,"2025-11-11 (Price: 315.62), 0.7% above",3 days,No Information,No Information,No Information,No Information,No Information,2.06% above/0.7% above/0.7% above,10.64%/1.12%/4.24%,"2.79%, 16.83%",71 days/4 days/19 days,2026-02-16/2025-11-11/2025-12-03,52.95%,15.43%,37.52%,1.31,0.55,315.5513/326.709/314.42/No Horizontal Resistance/328.9175/381.492,294.11/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level,305.92/275.77,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"LYFT, Long, 2025-11-06 (Price: 21.25)",2025-11-11 (Price: 24.18) (Today),"13.79%, 3 days","91.43%, Past 4 years, 35","Daily, is CONFIRMED on 2025-11-06",Already confirmed,"2025-11-11 (Price: 24.18), 13.79% above",3 days,No Information,No Information,No Information,No Information,No Information,20.42% above/13.79% above/13.79% above,46.32%/1.28%/12.74%,"52.91%, 72.52%",77 days/4 days/24 days,2026-02-25/2025-11-11/2025-12-10,43.3%,-10.85%,54.15%,0.48,0.14,22.4145/23.9572/22.2/57.19/81.0416/101.3843,19.42/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,20.17/15.49,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"FXI, Long, 2025-11-06 (Price: 40.14)",No Exit Yet,"1.54%, 3 days","100.0%, Past 5 years, 22","Daily, was CONFIRMED on 2025-11-06",Already confirmed,"2025-11-11 (Price: 40.76), 1.54% above",3 days,No Information,No Information,No Information,"23.66% (Price: 38.9739), 4.58% above, Upmove Bounce Back","2025-04-08 (Price: 29.21), 2025-10-02 (Price: 42.0)",No Information,20.99%/3.97%/12.16%,"-0.0%, 45.3%",953 days/27 days/401 days,2029-08-17/2025-12-15/2027-06-09,5.97%,-3.23%,9.2%,0.55,-0.09,39.9313/45.021/47.81/44.87/83.3684/90.0109,39.37/20.865/34.3506/28.5649/No F-Track Level/No F-Track Level,40.33/37.03,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"XLE, Long, 2025-11-06 (Price: 88.27)",No Exit Yet,"3.69%, 3 days","95.0%, Past 5 years, 40","Daily, was CONFIRMED on 2025-11-06",Already confirmed,"2025-11-11 (Price: 91.53), 3.69% above",3 days,No Information,No Information,No Information,"23.66% (Price: 88.5518), 3.36% above, Upmove Bounce Back","2025-04-09 (Price: 74.49), 2025-09-26 (Price: 92.91)",No Information,45.63%/1.16%/20.67%,"3.48%, 17.74%",365 days/50 days/159 days,2027-04-18/2026-01-17/2026-06-24,20.35%,23.85%,-3.5%,0.35,0.89,89.8942/106.5154/99.32/98.445/108.2743/117.7423,87.19/45.695/74.9996/54.4348/No F-Track Level/No F-Track Level,88.41/86.85,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"BABA, Long, 2025-11-06 (Price: 167.61)",No Exit Yet,"-4.06%, 3 days","100.0%, Past 5 years, 17","Daily, was CONFIRMED on 2025-11-06",Already confirmed,"2025-11-11 (Price: 160.8), 4.06% below",3 days,No Information,No Information,No Information,"23.66% (Price: 166.0265), 3.15% below, Upmove Bounce Back","2025-01-13 (Price: 80.06), 2025-10-02 (Price: 192.67)",No Information,74.52%/8.42%/42.02%,"-0.0%, 62.51%",1022 days/45 days/383 days,2029-11-25/2026-01-10/2027-05-14,14.96%,-10.23%,25.19%,0.53,-0.05,164.9953/238.0397/235.18/No Horizontal Resistance/395.5515/453.696,164.3/67.495/138.4263/108.0763/No F-Track Level/No F-Track Level,166.56/132.26,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
