"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"DOL.TO, Long, 2025-12-25 (Price: 205.3)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 14","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 203.6331 prior to 2025-12-26,"2025-12-24 (Price: 205.3), 0.0% below",0 days,"2, 2025-06-15 (Price: 193.74)",2025-12-25 (Price: 205.3),2025-12-22 (Price: 204.3),1/2/1 days,0.0% below/0.49% above/0.0% below,2025-06-15 (Price: 196.46)/2025-12-25 (Price: 202.62),14.72%/3.73%/8.72%,"0%, 10.74%",4.4 months/1.2 month/1.7 month,2026-07-04/2026-02-15/2026-03-08,11.66%,19.11%,-7.45%,2.37,1.22,244.7587/223.2022/212.24/No Horizontal Resistance/252.753/384.8349/No EMA 200 Target,174.88/53.2967/171.1219/120.6711/167.5471/141.4827/182.17,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"TD.TO, Long, 2025-12-25 (Price: 129.16)",No Exit Yet,"0.0%, 0 days","90.0%, Past 10 years, 30","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 128.25 prior to 2025-12-26,"2025-12-24 (Price: 129.16), 0.0% below",0 days,"2, 2025-07-13 (Price: 100.69)",2025-12-14 (Price: 125.8),2025-12-23 (Price: 128.92),10/1/1 days,2.67% above/0.19% above/0.0% below,2025-07-13 (Price: 101.7338)/2025-12-25 (Price: 124.0442),12.32%/1.31%/6.58%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,2028-07-20/2026-02-03/2026-07-17,7.49%,5.65%,1.84%,1.01,0.31,138.5241/137.6587/146.24/No Horizontal Resistance/127.7222/133.1838/No EMA 200 Target,81.05/73.6233/116.5496/105.2485/110.6164/98.8826/102.19,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"EFA, Long, 2025-12-25 (Price: 96.41)",No Exit Yet,"0.0%, 0 days","80.0%, Past 20 years, 15","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 95.5568 prior to 2025-12-31,"2025-12-24 (Price: 96.41), 0.0% below",0 days,"2, 2023-06-30 (Price: 72.5)",2025-12-25 (Price: 96.41),2025-12-23 (Price: 96.29),1/1/1 days,0.0% below/0.12% above/0.0% below,2023-06-30 (Price: 74.0386)/2025-12-25 (Price: 95.0814),18.42%/4.43%/10.16%,"13.47%, 23.01%",1.5 year/5 months/8.9 months,2028-02-15/2026-07-30/2027-01-15,4.72%,2.4%,2.32%,0.44,0.03,108.6251/106.2053/110.76/No Horizontal Resistance/98.2071/106.1972/No EMA 200 Target,75.61/66.265/86.3568/75.1989/85.1901/77.6744/89.83,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"WPM.TO, Long, 2025-12-22 (Price: 168.04)",No Exit Yet,"-1.04%, 2 days","78.95%, Past 4 years, 19","Daily, is CONFIRMED on 2025-12-22",Already confirmed,"2025-12-24 (Price: 166.29), 1.04% below",2 days,"2, 2025-10-31 (Price: 135.45)",2025-12-18 (Price: 159.04),2025-12-22 (Price: 168.04),6/2/2 days,4.56% above/1.04% below/1.04% below,2025-10-31 (Price: 151.5415)/2025-12-22 (Price: 158.4646),9.09%/1.23%/5.04%,"19.7%, 28.41%",4.4 months/6 days/1 month,2026-07-01/2025-12-30/2026-02-03,12.04%,18.03%,-5.99%,0.06,0.87,180.8951/176.5092/187.59/No Horizontal Resistance/178.0989/194.7923/No EMA 200 Target,145.49/52.782/146.152/125.9496/No F-Track Level/No F-Track Level/130.56,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"TRI.TO, Long, 2025-12-22 (Price: 182.89)",No Exit Yet,"-0.62%, 2 days","100.0%, Past 4 years, 22","Daily, is CONFIRMED on 2025-12-22",Already confirmed,"2025-12-24 (Price: 181.76), 0.62% below",2 days,"4, 2025-07-02 (Price: 269.9)",2025-12-19 (Price: 182.02),2025-12-22 (Price: 182.89),5/2/2 days,0.14% below/0.62% below/0.62% below,2025-07-02 (Price: 303.0042)/2025-12-22 (Price: 180.1944),7.54%/0.59%/3.7%,"0%, 12.09%",5.6 months/6 days/1.6 month,2026-08-22/2025-12-30/2026-03-01,14.91%,7.98%,6.93%,1.41,0.45,195.4911/189.6569/235.1/240.8933/293.2329/455.2123/239.03,178.26/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"ABNB, Long, 2025-12-21 (Price: 135.28)",No Exit Yet,"1.11%, 4 days","80.0%, Past 10 years, 5","Weekly, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-24 (Price: 136.78), 1.11% above",4 days,"2, 2025-06-08 (Price: 140.64)",2025-12-14 (Price: 128.39),2025-12-19 (Price: 135.28),10/5/3 days,6.53% above/1.11% above/1.11% above,2025-06-08 (Price: 145.7791)/2025-12-21 (Price: 126.3652),21.23%/8.06%/17.07%,"25.5%, 58.72%",8.9 months/1.2 month/5 months,2027-01-11/2026-02-11/2026-07-26,-12.18%,-2.45%,-9.73%,0.4,0.05,135.1718/158.3723/138.5/178.025/223.5359/232.9937/No EMA 200 Target,114.26/99.795/124.5998/No support/No F-Track Level/No F-Track Level/126.47,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"WPM.TO, Long, 2025-12-21 (Price: 164.88)",No Exit Yet,"0.86%, 4 days","86.67%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-24 (Price: 166.29), 0.86% above",4 days,"6, 2024-08-04 (Price: 79.97)",2025-12-21 (Price: 164.88),2025-12-19 (Price: 164.88),3/5/3 days,0.86% above/0.86% above/0.86% above,2024-08-04 (Price: 79.878)/2025-12-21 (Price: 162.5546),27.09%/5.0%/11.19%,"14.05%, 49.41%",4.4 months/1.2 month/2.6 months,2026-06-30/2026-02-11/2026-04-12,3.49%,6.66%,-3.17%,0.68,0.35,175.3993/183.3301/215.83/No Horizontal Resistance/178.0989/194.7923/No EMA 200 Target,135.45/52.782/146.152/125.9496/No F-Track Level/No F-Track Level/130.22,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"RHHBY, Long, 2025-12-21 (Price: 51.2)",No Exit Yet,"2.6%, 4 days","87.5%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-24 (Price: 52.53), 2.6% above",4 days,"2, 2025-07-06 (Price: 40.44)",2025-12-14 (Price: 50.04),2025-12-18 (Price: 50.27),10/6/3 days,4.98% above/4.5% above/2.6% above,2025-07-06 (Price: 40.6429)/2025-12-21 (Price: 49.0534),18.53%/3.11%/9.28%,"21.59%, 44.18%",1.2 year/1.2 month/4.5 months,2027-09-07/2026-02-11/2026-07-04,3.03%,4.77%,-1.74%,0.42,0.23,53.1507/55.9514/57.66/52.46/58.6089/65.2057/No EMA 200 Target,38.23/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level/41.95,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"UPS, Long, 2025-12-21 (Price: 101.92)",No Exit Yet,"-1.24%, 4 days","84.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-24 (Price: 100.66), 1.24% below",4 days,"2, 2025-07-06 (Price: 104.13)",2025-12-14 (Price: 100.92),2025-12-19 (Price: 101.92),10/5/3 days,0.26% below/1.24% below/1.24% below,2025-07-06 (Price: 106.46)/2025-12-21 (Price: 98.1447),11.34%/2.91%/7.7%,"13.76%, 27.26%",9.8 months/28 days/4.1 months,2027-02-19/2026-01-30/2026-06-15,6.24%,1.27%,4.97%,0.28,0.02,98.9439/109.7678/103.25/221.2667/228.7501/295.6013/No EMA 200 Target,82.87/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/95.71,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"WPM.TO, Long, 2025-12-18 (Price: 159.04)",2025-12-24 (Price: 166.29) (Today),"4.56%, 6 days","78.95%, Past 4 years, 19","Daily, is CONFIRMED on 2025-12-18",Already confirmed,"2025-12-24 (Price: 166.29), 4.56% above",6 days,"2, 2025-10-29 (Price: 132.75)",2025-12-18 (Price: 159.04),2025-12-18 (Price: 159.04),6/6/6 days,4.56% above/4.56% above/4.56% above,2025-10-29 (Price: 151.1569)/2025-12-18 (Price: 158.08),9.09%/1.23%/5.04%,"19.7%, 28.41%",4.4 months/6 days/1 month,2026-06-27/2025-12-26/2026-01-30,12.04%,18.03%,-5.99%,0.06,0.87,171.2066/167.0556/174.81/No Horizontal Resistance/178.0989/194.7923/No EMA 200 Target,145.49/52.782/146.152/125.9496/No F-Track Level/No F-Track Level/129.9,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"WMT, Long, 2025-12-14 (Price: 116.7)",No Exit Yet,"-4.36%, 11 days","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-24 (Price: 111.61), 4.36% below",11 days,"0, 2021-08-22 (Price: 50.4833)",2025-11-30 (Price: 110.51),2025-12-12 (Price: 116.7),24/12/10 days,1.0% above/4.36% below/4.36% below,2021-08-22 (Price: 54.212)/2025-12-14 (Price: 109.112),10.45%/2.48%/5.29%,"1.31%, 24.69%",1.5 year/28 days/5.7 months,2028-02-04/2026-01-23/2026-08-18,8.78%,8.74%,0.04%,1.42,0.53,124.1221/122.8734/156.43/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,101.18/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.71,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"MFT.NZ, Long, 2025-12-14 (Price: 67.4)",No Exit Yet,"2.39%, 11 days","90.91%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-24 (Price: 69.01), 2.39% above",11 days,"4, 2024-07-28 (Price: 72.0)",2025-12-14 (Price: 67.4),2025-12-11 (Price: 67.25),10/13/10 days,2.39% above/2.62% above/2.39% above,2024-07-28 (Price: 78.0579)/2025-12-14 (Price: 66.7737),13.53%/1.78%/5.86%,"5.83%, 27.74%",1.2 year/28 days/4.4 months,2027-08-31/2026-01-23/2026-06-23,9.15%,10.41%,-1.26%,1.17,0.61,72.5831/71.3496/70.16/85.45/105.252/119.9356/No EMA 200 Target,58.66/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.86,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"TD.TO, Long, 2025-12-14 (Price: 125.8)",No Exit Yet,"2.67%, 11 days","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-24 (Price: 129.16), 2.67% above",11 days,"2, 2025-06-29 (Price: 99.45)",2025-12-14 (Price: 125.8),2025-12-09 (Price: 123.47),10/15/10 days,2.67% above/4.61% above/2.67% above,2025-06-29 (Price: 99.8746)/2025-12-14 (Price: 122.185),12.32%/1.31%/6.58%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,2028-07-09/2026-01-23/2026-07-06,7.49%,5.65%,1.84%,1.01,0.31,134.9205/134.0776/141.61/No Horizontal Resistance/128.6672/152.0396/No EMA 200 Target,81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/100.5,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"TCS.NS, Long, 2025-12-05 (Price: 3238.2)",2025-12-24 (Price: 3319.0) (Today),"2.5%, 19 days","96.15%, Past 4 years, 26","Daily, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-24 (Price: 3319.0), 2.5% above",19 days,"2, 2025-10-07 (Price: 2973.7)",2025-12-04 (Price: 3229.2),2025-12-05 (Price: 3238.2),20/19/19 days,2.78% above/2.5% above/2.5% above,2025-10-07 (Price: 3058.3407)/2025-12-05 (Price: 3204.1373),8.18%/1.59%/3.14%,"12.98%, 25.8%",4.4 months/6 days/1 month,2026-06-14/2025-12-13/2026-01-17,14.5%,5.53%,8.97%,0.53,0.28,3389.4239/3339.8795/3396.9/4543.575/5637.7577/6110.9256/3279.96,2990.2/2923.4601/3006.8346/2637.2425/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"HDFCBANK.NS, Long, 2025-11-30 (Price: 1007.6)",No Exit Yet,"-1.03%, 25 days","80.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-24 (Price: 997.2), 1.03% below",25 days,"0, 2020-11-30 (Price: 720.425)",2025-11-30 (Price: 1007.6),2025-11-28 (Price: 1007.6),24/26/24 days,1.03% below/1.03% below/1.03% below,2020-11-30 (Price: 763.4559)/2025-11-30 (Price: 979.6324),23.14%/5.97%/13.11%,"11.13%, 17.76%",9.1 months/5 months/6.2 months,2026-12-30/2026-07-05/2026-08-26,11.02%,13.41%,-2.39%,0.59,0.75,1218.9945/1139.6964/1179.9/1009.6/1098.0619/1305.7899/No EMA 200 Target,701.7/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/956.63,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"XIU.TO, Long, 2025-11-30 (Price: 46.43)",No Exit Yet,"2.0%, 25 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-24 (Price: 47.36), 2.0% above",25 days,"2, 2023-05-31 (Price: 29.68)",2025-09-30 (Price: 44.77),2025-11-24 (Price: 45.37),85/30/24 days,5.79% above/4.39% above/2.0% above,2023-05-31 (Price: 31.8)/2025-11-30 (Price: 43.425),12.69%/8.05%/10.4%,"6.95%, 19.49%",1.2 year/4 months/8.4 months,2027-08-17/2026-05-22/2026-11-30,6.01%,3.56%,2.45%,0.45,0.12,51.0823/51.2587/56.48/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/41.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"IEI, Long, 2025-11-30 (Price: 120.26)",No Exit Yet,"-0.79%, 25 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-24 (Price: 119.31), 0.79% below",25 days,"2, 2024-09-30 (Price: 119.61)",2025-11-30 (Price: 120.26),2025-11-21 (Price: 120.08),24/33/24 days,0.79% below/0.64% below/0.79% below,2024-09-30 (Price: 120.33)/2025-11-30 (Price: 119.47),1.93%/1.13%/1.45%,"15.13%, 15.6%",11.2 months/6.1 months/8.1 months,2027-03-31/2026-08-22/2026-11-16,1.43%,0.7%,0.73%,-0.36,-0.87,123.3146/122.0038/120.65/129.9625/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,112.29/113.0583/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/118.54,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
